RTFORD WWTP WI US,20040513 04:00,50.0
COOP:473453,HARTFORD WWTP WI US,20060618 13:00,80.0
COOP:473453,HARTFORD WWTP WI US,20060618 15:00,88.0
COOP:473453,HARTFORD WWTP WI US,20060621 09:00,73.0
COOP:473453,HARTFORD WWTP WI US,20060625 08:00,48.0
COOP:473453,HARTFORD WWTP WI US,20060626 07:00,91.0
COOP:473453,HARTFORD WWTP WI US,20060626 10:00,44.0
COOP:473453,HARTFORD WWTP WI US,20060627 21:00,86.0
COOP:473453,HARTFORD WWTP WI US,20060701 01:00,36.0
COOP:473453,HARTFORD WWTP WI US,20060701 11:00,38.0
COOP:473453,HARTFORD WWTP WI US,20060703 12:00,81.0
COOP:473453,HARTFORD WWTP WI US,20060709 21:00,78.0
COOP:473453,HARTFORD WWTP WI US,20060711 13:00,47.0
COOP:473453,HARTFORD WWTP WI US,20060711 15:00,78.0
COOP:473453,HARTFORD WWTP WI US,20060711 16:00,74.0
COOP:473453,HARTFORD WWTP WI US,20060711 17:00,51.0
COOP:473453,HARTFORD WWTP WI US,20060711 18:00,74.0
COOP:473453,HARTFORD WWTP WI US,20060720 04:00,78.0
COOP:473453,HARTFORD WWTP WI US,20060720 05:00,70.0
COOP:473453,HARTFORD WWTP WI US,20060720 06:00,83.0
COOP:473453,HARTFORD WWTP WI US,20060724 07:00,57.0
COOP:473453,HARTFORD WWTP WI US,20060724 08:00,40.0
COOP:473453,HARTFORD WWTP WI US,20060725 21:00,86.0
COOP:473453,HARTFORD WWTP WI US,20060726 02:00,57.0
COOP:473453,HARTFORD WWTP WI US,20060726 04:00,81.0
COOP:473453,HARTFORD WWTP WI US,20060730 09:00,32.0
COOP:473453,HARTFORD WWTP WI US,20060730 10:00,84.0
COOP:473453,HARTFORD WWTP WI US,20060730 13:00,53.0
COOP:473453,HARTFORD WWTP WI US,20060801 01:00,55.0
COOP:473453,HARTFORD WWTP WI US,20060802 16:00,55.0
COOP:473453,HARTFORD WWTP WI US,20060802 17:00,57.0
COOP:473453,HARTFORD WWTP WI US,20060806 09:00,35.0
COOP:473453,HARTFORD WWTP WI US,20060806 10:00,45.0
COOP:473453,HARTFORD WWTP WI US,20060806 11:00,90.0
COOP:473453,HARTFORD WWTP WI US,20060806 13:00,85.0
COOP:473453,HARTFORD WWTP WI US,20060818 03:00,56.0
COOP:473453,HARTFORD WWTP WI US,20060824 00:00,62.0
COOP:473453,HARTFORD WWTP WI US,20060824 02:00,87.0
COOP:473453,HARTFORD WWTP WI US,20060824 04:00,52.0
COOP:473453,HARTFORD WWTP WI US,20060824 08:00,89.0
COOP:473453,HARTFORD WWTP WI US,20060824 18:00,88.0
COOP:473453,HARTFORD WWTP WI US,20060825 08:00,38.0
COOP:473453,HARTFORD WWTP WI US,20060828 18:00,81.0
COOP:473453,HARTFORD WWTP WI US,20060901 01:00,47.0
COOP:473453,HARTFORD WWTP WI US,20060904 17:00,80.0
COOP:473453,HARTFORD WWTP WI US,20060909 04:00,83.0
COOP:473453,HARTFORD WWTP WI US,20060911 00:00,76.0
COOP:473453,HARTFORD WWTP WI US,20060911 01:00,58.0
COOP:473453,HARTFORD WWTP WI US,20060911 14:00,33.0
COOP:473453,HARTFORD WWTP WI US,20060911 16:00,46.0
COOP:473453,HARTFORD WWTP WI US,20060911 19:00,38.0
COOP:473453,HARTFORD WWTP WI US,20060911 23:00,47.0
COOP:473453,HARTFORD WWTP WI US,20060912 01:00,82.0
COOP:473453,HARTFORD WWTP WI US,20060912 06:00,43.0
COOP:473453,HARTFORD WWTP WI US,20061001 00:00,33.0
COOP:473453,HARTFORD WWTP WI US,20061001 01:00,47.0
COOP:473453,HARTFORD WWTP WI US,20061002 15:00,46.0
COOP:473453,HARTFORD WWTP WI US,20061002 16:00,33.0
COOP:473453,HARTFORD WWTP WI US,20061002 18:00,53.0
COOP:473453,HARTFORD WWTP WI US,20061002 21:00,63.0
COOP:473453,HARTFORD WWTP WI US,20061002 22:00,77.0
COOP:473453,HARTFORD WWTP WI US,20061004 09:00,45.0
COOP:473453,HARTFORD WWTP WI US,20061004 10:00,58.0
COOP:473453,HARTFORD WWTP WI US,20061010 21:00,80.0
COOP:473453,HARTFORD WWTP WI US,20061010 23:00,69.0
COOP:473453,HARTFORD WWTP WI US,20061011 02:00,46.0
COOP:473453,HARTFORD WWTP WI US,20061011 06:00,42.0
COOP:473453,HARTFORD WWTP WI US,20061011 09:00,38.0
COOP:473453,HARTFORD WWTP WI US,20061011 13:00,53.0
COOP:473453,HARTFORD WWTP WI US,20061016 08:00,81.0
COOP:473453,HARTFORD WWTP WI US,20061017 01:00,76.0
COOP:473453,HARTFORD WWTP WI US,20061017 03:00,85.0
COOP:473453,HARTFORD WWTP WI US,20061017 04:00,67.0
COOP:473453,HARTFORD WWTP WI US,20061017 05:00,64.0
COOP:473453,HARTFORD WWTP WI US,20061017 06:00,54.0
COOP:473453,HARTFORD WWTP WI US,20061017 08:00,70.0
COOP:473453,HARTFORD WWTP WI US,20061018 18:00,73.0
COOP:473453,HARTFORD WWTP WI US,20061021 14:00,48.0
COOP:473453,HARTFORD WWTP WI US,20061021 19:00,50.0
COOP:473453,HARTFORD WWTP WI US,20061021 21:00,70.0
COOP:473453,HARTFORD WWTP WI US,20061021 23:00,36.0
COOP:473453,HARTFORD WWTP WI US,20061022 00:00,54.0
COOP:473453,HARTFORD WWTP WI US,20061022 01:00,49.0
COOP:473453,HARTFORD WWTP WI US,20061022 05:00,92.0
COOP:473453,HARTFORD WWTP WI US,20061027 03:00,73.0
COOP:473453,HARTFORD WWTP WI US,20061101 01:00,0.0
COOP:473453,HARTFORD WWTP WI US,20061110 14:00,20.0
COOP:473453,HARTFORD WWTP WI US,20061110 15:00,2.0
COOP:473453,HARTFORD WWTP WI US,20061110 16:00,8.0
COOP:473453,HARTFORD WWTP WI US,20061110 17:00,31.0
COOP:473453,HARTFORD WWTP WI US,20061110 18:00,12.0
COOP:473453,HARTFORD WWTP WI US,20061111 10:00,0.0
COOP:473453,HARTFORD WWTP WI US,20061111 12:00,1.0
COOP:473453,HARTFORD WWTP WI US,20061127 01:00,14.0
COOP:473453,HARTFORD WWTP WI US,20061127 03:00,25.0
COOP:473453,HARTFORD WWTP WI US,20061127 04:00,28.0
COOP:473453,HARTFORD WWTP WI US,20061128 00:00,19.0
COOP:473453,HARTFORD WWTP WI US,20061128 04:00,27.0
COOP:473453,HARTFORD WWTP WI US,20061128 06:00,20.0
COOP:473453,HARTFORD WWTP WI US,20061129 05:00,31.0
COOP:473453,HARTFORD WWTP WI US,20061129 21:00,5.0
COOP:473453,HARTFORD WWTP WI US,20061129 23:00,11.0
COOP:473453,HARTFORD WWTP WI US,20061201 01:00,3.0
COOP:473453,HARTFORD WWTP WI US,20061201 08:00,7.0
COOP:473453,HARTFORD WWTP WI US,20061201 10:00,5.0
COOP:473453,HARTFORD WWTP WI US,20061221 11:00,6.0
COOP:473453,HARTFORD WWTP WI US,20061221 13:00,28.0
COOP:473453,HARTFORD WWTP WI US,20061222 01:00,6.0
COOP:473453,HARTFORD WWTP WI US,20070101 00:00,11.0
COOP:473453,HARTFORD WWTP WI US,20070101 01:00,25.0
COOP:473453,HARTFORD WWTP WI US,20070102 12:00,10.0
COOP:473453,HARTFORD WWTP WI US,20070114 23:00,16.0
COOP:473453,HARTFORD WWTP WI US,20070115 03:00,0.0
COOP:473453,HARTFORD WWTP WI US,20070121 10:00,16.0
COOP:473453,HARTFORD WWTP WI US,20070121 11:00,27.0
COOP:473453,HARTFORD WWTP WI US,20070121 13:00,27.0
COOP:473453,HARTFORD WWTP WI US,20070201 01:00,22.0
COOP:473453,HARTFORD WWTP WI US,20070201 10:00,12.0
COOP:473453,HARTFORD WWTP WI US,20070301 00:00,67.0
COOP:473453,HARTFORD WWTP WI US,20070301 01:00,91.0
COOP:473453,HARTFORD WWTP WI US,20070301 08:00,43.0
COOP:473453,HARTFORD WWTP WI US,20070301 10:00,49.0
COOP:473453,HARTFORD WWTP WI US,20070401 00:00,38.0
COOP:473453,HARTFORD WWTP WI US,20070401 01:00,86.0
COOP:473453,HARTFORD WWTP WI US,20070402 08:00,68.0
COOP:473453,HARTFORD WWTP WI US,20070403 02:00,36.0
COOP:473453,HARTFORD WWTP WI US,20070403 03:00,67.0
COOP:473453,HARTFORD WWTP WI US,20070403 04:00,84.0
COOP:473453,HARTFORD WWTP WI US,20070403 05:00,67.0
COOP:473453,HARTFORD WWTP WI US,20070403 06:00,55.0
COOP:473453,HARTFORD WWTP WI US,20070403 08:00,78.0
COOP:473453,HARTFORD WWTP WI US,20070403 10:00,90.0
COOP:473453,HARTFORD WWTP WI US,20070412 19:00,37.0
COOP:473453,HARTFORD WWTP WI US,20070423 06:00,84.0
COOP:473453,HARTFORD WWTP WI US,20070423 07:00,84.0
COOP:473453,HARTFORD WWTP WI US,20070424 18:00,72.0
COOP:473453,HARTFORD WWTP WI US,20070424 19:00,42.0
COOP:473453,HARTFORD WWTP WI US,20070425 00:00,76.0
COOP:473453,HARTFORD WWTP WI US,20070425 05:00,36.0
COOP:473453,HARTFORD WWTP WI US,20070426 08:00,60.0
COOP:473453,HARTFORD WWTP WI US,20070426 09:00,77.0
COOP:473453,HARTFORD WWTP WI US,20070426 10:00,71.0
COOP:473453,HARTFORD WWTP WI US,20070426 12:00,78.0
COOP:473453,HARTFORD WWTP WI US,20070426 14:00,36.0
COOP:473453,HARTFORD WWTP WI US,20070426 15:00,36.0
COOP:473453,HARTFORD WWTP WI US,20070426 17:00,57.0
COOP:473453,HARTFORD WWTP WI US,20070427 03:00,39.0
COOP:473453,HARTFORD WWTP WI US,20070501 01:00,66.0
COOP:473453,HARTFORD WWTP WI US,20070501 02:00,39.0
COOP:473453,HARTFORD WWTP WI US,20070501 03:00,66.0
COOP:473453,HARTFORD WWTP WI US,20070501 06:00,42.0
COOP:473453,HARTFORD WWTP WI US,20070501 07:00,48.0
COOP:473453,HARTFORD WWTP WI US,20070515 14:00,53.0
COOP:473453,HARTFORD WWTP WI US,20070515 15:00,71.0
COOP:473453,HARTFORD WWTP WI US,20070515 16:00,39.0
COOP:473453,HARTFORD WWTP WI US,20070515 17:00,37.0
COOP:473453,HARTFORD WWTP WI US,20070516 17:00,88.0
COOP:473453,HARTFORD WWTP WI US,20070516 18:00,91.0
COOP:473453,HARTFORD WWTP WI US,20070516 22:00,79.0
COOP:473453,HARTFORD WWTP WI US,20070521 09:00,85.0
COOP:473453,HARTFORD WWTP WI US,20070531 13:00,77.0
COOP:473453,HARTFORD WWTP WI US,20070531 14:00,33.0
COOP:473453,HARTFORD WWTP WI US,20070601 01:00,61.0
COOP:473453,HARTFORD WWTP WI US,20070601 20:00,56.0
COOP:473453,HARTFORD WWTP WI US,20070601 21:00,63.0
COOP:473453,HARTFORD WWTP WI US,20070602 09:00,88.0
COOP:473453,HARTFORD WWTP WI US,20070602 12:00,69.0
COOP:473453,HARTFORD WWTP WI US,20070602 13:00,54.0
COOP:473453,HARTFORD WWTP WI US,20070602 16:00,48.0
COOP:473453,HARTFORD WWTP WI US,20070604 11:00,38.0
COOP:473453,HARTFORD WWTP WI US,20070604 14:00,54.0
COOP:473453,HARTFORD WWTP WI US,20070607 02:00,58.0
COOP:473453,HARTFORD WWTP WI US,20070607 23:00,60.0
COOP:473453,HARTFORD WWTP WI US,20070608 01:00,71.0
COOP:473453,HARTFORD WWTP WI US,20070617 11:00,43.0
COOP:473453,HARTFORD WWTP WI US,20070617 12:00,79.0
COOP:473453,HARTFORD WWTP WI US,20070618 23:00,46.0
COOP:473453,HARTFORD WWTP WI US,20070619 01:00,49.0
COOP:473453,HARTFORD WWTP WI US,20070626 22:00,56.0
COOP:473453,HARTFORD WWTP WI US,20070627 07:00,50.0
COOP:473453,HARTFORD WWTP WI US,20070701 01:00,36.0
COOP:473453,HARTFORD WWTP WI US,20070702 07:00,78.0
COOP:473453,HARTFORD WWTP WI US,20070702 08:00,71.0
COOP:473453,HARTFORD WWTP WI US,20070703 13:00,73.0
COOP:473453,HARTFORD WWTP WI US,20070703 14:00,69.0
COOP:473453,HARTFORD WWTP WI US,20070703 17:00,45.0
COOP:473453,HARTFORD WWTP WI US,20070703 21:00,61.0
COOP:473453,HARTFORD WWTP WI US,20070704 00:00,65.0
COOP:473453,HARTFORD WWTP WI US,20070709 12:00,43.0
COOP:473453,HARTFORD WWTP WI US,20070709 13:00,60.0
COOP:473453,HARTFORD WWTP WI US,20070709 14:00,52.0
COOP:473453,HARTFORD WWTP WI US,20070710 15:00,39.0
COOP:473453,HARTFORD WWTP WI US,20070714 06:00,89.0
COOP:473453,HARTFORD WWTP WI US,20070716 12:00,36.0
COOP:473453,HARTFORD WWTP WI US,20070726 10:00,79.0
COOP:473453,HARTFORD WWTP WI US,20070726 11:00,32.0
COOP:473453,HARTFORD WWTP WI US,20070726 22:00,61.0
COOP:473453,HARTFORD WWTP WI US,20070726 23:00,76.0
COOP:473453,HARTFORD WWTP WI US,20070727 01:00,67.0
COOP:473453,HARTFORD WWTP WI US,20070801 01:00,89.0
COOP:473453,HARTFORD WWTP WI US,20070804 23:00,50.0
COOP:473453,HARTFORD WWTP WI US,20070805 04:00,76.0
COOP:473453,HARTFORD WWTP WI US,20070805 05:00,61.0
COOP:473453,HARTFORD WWTP WI US,20070805 06:00,75.0
COOP:473453,HARTFORD WWTP WI US,20070805 15:00,51.0
COOP:473453,HARTFORD WWTP WI US,20070807 00:00,88.0
COOP:473453,HARTFORD WWTP WI US,20070807 01:00,82.0
COOP:473453,HARTFORD WWTP WI US,20070807 02:00,83.0
COOP:473453,HARTFORD WWTP WI US,20070807 06:00,78.0
COOP:473453,HARTFORD WWTP WI US,20070807 10:00,46.0
COOP:473453,HARTFORD WWTP WI US,20070809 08:00,36.0
COOP:473453,HARTFORD WWTP WI US,20070809 11:00,60.0
COOP:473453,HARTFORD WWTP WI US,20070812 02:00,76.0
COOP:473453,HARTFORD WWTP WI US,20070812 03:00,92.0
COOP:473453,HARTFORD WWTP WI US,20070812 04:00,59.0
COOP:473453,HARTFORD WWTP WI US,20070814 05:00,48.0
COOP:473453,HARTFORD WWTP WI US,20070814 06:00,84.0
COOP:473453,HARTFORD WWTP WI US,20070815 13:00,48.0
COOP:473453,HARTFORD WWTP WI US,20070818 15:00,46.0
COOP:473453,HARTFORD WWTP WI US,20070818 16:00,84.0
COOP:473453,HARTFORD WWTP WI US,20070818 18:00,34.0
COOP:473453,HARTFORD WWTP WI US,20070818 19:00,45.0
COOP:473453,HARTFORD WWTP WI US,20070818 20:00,83.0
COOP:473453,HARTFORD WWTP WI US,20070818 21:00,55.0
COOP:473453,HARTFORD WWTP WI US,20070818 23:00,33.0
COOP:473453,HARTFORD WWTP WI US,20070819 00:00,59.0
COOP:473453,HARTFORD WWTP WI US,20070819 01:00,53.0
COOP:473453,HARTFORD WWTP WI US,20070819 02:00,61.0
COOP:473453,HARTFORD WWTP WI US,20070819 03:00,79.0
COOP:473453,HARTFORD WWTP WI US,20070819 04:00,80.0
COOP:473453,HARTFORD WWTP WI US,20070819 05:00,62.0
COOP:473453,HARTFORD WWTP WI US,20070819 06:00,89.0
COOP:473453,HARTFORD WWTP WI US,20070819 07:00,38.0
COOP:473453,HARTFORD WWTP WI US,20070819 13:00,62.0
COOP:473453,HARTFORD WWTP WI US,20070819 17:00,41.0
COOP:473453,HARTFORD WWTP WI US,20070820 01:00,83.0
COOP:473453,HARTFORD WWTP WI US,20070820 02:00,65.0
COOP:473453,HARTFORD WWTP WI US,20070820 03:00,82.0
COOP:473453,HARTFORD WWTP WI US,20070820 04:00,90.0
COOP:473453,HARTFORD WWTP WI US,20070820 05:00,68.0
COOP:473453,HARTFORD WWTP WI US,20070820 06:00,79.0
COOP:473453,HARTFORD WWTP WI US,20070820 07:00,52.0
COOP:473453,HARTFORD WWTP WI US,20070901 00:00,84.0
COOP:473453,HARTFORD WWTP WI US,20070901 01:00,66.0
COOP:473453,HARTFORD WWTP WI US,20070904 10:00,68.0
COOP:473453,HARTFORD WWTP WI US,20070907 06:00,49.0
COOP:473453,HARTFORD WWTP WI US,20070910 10:00,79.0
COOP:473453,HARTFORD WWTP WI US,20070910 12:00,51.0
COOP:473453,HARTFORD WWTP WI US,20070910 14:00,91.0
COOP:473453,HARTFORD WWTP WI US,20070910 15:00,36.0
COOP:473453,HARTFORD WWTP WI US,20070910 16:00,47.0
COOP:473453,HARTFORD WWTP WI US,20070910 17:00,82.0
COOP:473453,HARTFORD WWTP WI US,20070910 18:00,46.0
COOP:473453,HARTFORD WWTP WI US,20070921 04:00,71.0
COOP:473453,HARTFORD WWTP WI US,20070921 22:00,80.0
COOP:473453,HARTFORD WWTP WI US,20070921 23:00,52.0
COOP:473453,HARTFORD WWTP WI US,20070925 18:00,62.0
COOP:473453,HARTFORD WWTP WI US,20070930 22:00,45.0
COOP:473453,HARTFORD WWTP WI US,20070930 23:00,57.0
COOP:473453,HARTFORD WWTP WI US,20071001 01:00,75.0
COOP:473453,HARTFORD WWTP WI US,20071001 02:00,79.0
COOP:473453,HARTFORD WWTP WI US,20071001 09:00,63.0
COOP:473453,HARTFORD WWTP WI US,20071101 00:00,25.0
COOP:473453,HARTFORD WWTP WI US,20071101 01:00,1.0
COOP:473453,HARTFORD WWTP WI US,20071101 08:00,30.0
COOP:473453,HARTFORD WWTP WI US,20071101 10:00,21.0
COOP:473453,HARTFORD WWTP WI US,20071201 00:00,20.0
COOP:473453,HARTFORD WWTP WI US,20071201 01:00,10.0
COOP:473453,HARTFORD WWTP WI US,20071201 02:00,7.0
COOP:473453,HARTFORD WWTP WI US,20080101 00:00,5.0
COOP:473453,HARTFORD WWTP WI US,20080101 01:00,14.0
COOP:473453,HARTFORD WWTP WI US,20080107 09:00,16.0
COOP:473453,HARTFORD WWTP WI US,20080107 10:00,25.0
COOP:473453,HARTFORD WWTP WI US,20080107 11:00,29.0
COOP:473453,HARTFORD WWTP WI US,20080107 14:00,24.0
COOP:473453,HARTFORD WWTP WI US,20080107 16:00,25.0
COOP:473453,HARTFORD WWTP WI US,20080108 10:00,6.0
COOP:473453,HARTFORD WWTP WI US,20080108 11:00,4.0
COOP:473453,HARTFORD WWTP WI US,20080108 12:00,28.0
COOP:473453,HARTFORD WWTP WI US,20080108 13:00,16.0
COOP:473453,HARTFORD WWTP WI US,20080108 14:00,1.0
COOP:473453,HARTFORD WWTP WI US,20080108 18:00,6.0
COOP:473453,HARTFORD WWTP WI US,20080111 03:00,26.0
COOP:473453,HARTFORD WWTP WI US,20080113 04:00,32.0
COOP:473453,HARTFORD WWTP WI US,20080117 16:00,15.0
COOP:473453,HARTFORD WWTP WI US,20080121 20:00,12.0
COOP:473453,HARTFORD WWTP WI US,20080121 23:00,7.0
COOP:473453,HARTFORD WWTP WI US,20080122 03:00,18.0
COOP:473453,HARTFORD WWTP WI US,20080126 03:00,29.0
COOP:473453,HARTFORD WWTP WI US,20080126 15:00,20.0
COOP:473453,HARTFORD WWTP WI US,20080129 18:00,28.0
COOP:473453,HARTFORD WWTP WI US,20080201 01:00,0.0
COOP:473453,HARTFORD WWTP WI US,20080201 03:00,2.0
COOP:473453,HARTFORD WWTP WI US,20080202 10:00,21.0
COOP:473453,HARTFORD WWTP WI US,20080204 12:00,13.0
COOP:473453,HARTFORD WWTP WI US,20080204 15:00,30.0
COOP:473453,HARTFORD WWTP WI US,20080205 22:00,10.0
COOP:473453,HARTFORD WWTP WI US,20080206 06:00,16.0
COOP:473453,HARTFORD WWTP WI US,20080206 09:00,12.0
COOP:473453,HARTFORD WWTP WI US,20080206 13:00,14.0
COOP:473453,HARTFORD WWTP WI US,20080206 15:00,32.0
COOP:473453,HARTFORD WWTP WI US,20080208 23:00,29.0
COOP:473453,HARTFORD WWTP WI US,20080214 19:00,30.0
COOP:473453,HARTFORD WWTP WI US,20080217 05:00,18.0
COOP:473453,HARTFORD WWTP WI US,20080217 07:00,25.0
COOP:473453,HARTFORD WWTP WI US,20080217 08:00,14.0
COOP:473453,HARTFORD WWTP WI US,20080217 09:00,19.0
COOP:473453,HARTFORD WWTP WI US,20080217 10:00,31.0
COOP:473453,HARTFORD WWTP WI US,20080217 11:00,18.0
COOP:473453,HARTFORD WWTP WI US,20080217 12:00,15.0
COOP:473453,HARTFORD WWTP WI US,20080217 13:00,12.0
COOP:473453,HARTFORD WWTP WI US,20080217 14:00,22.0
COOP:473453,HARTFORD WWTP WI US,20080218 13:00,12.0
COOP:473453,HARTFORD WWTP WI US,20080229 08:00,20.0
COOP:473453,HARTFORD WWTP WI US,20080301 01:00,86.0
COOP:473453,HARTFORD WWTP WI US,20080303 05:00,78.0
COOP:473453,HARTFORD WWTP WI US,20080303 07:00,69.0
COOP:473453,HARTFORD WWTP WI US,20080318 14:00,53.0
COOP:473453,HARTFORD WWTP WI US,20080321 14:00,70.0
COOP:473453,HARTFORD WWTP WI US,20080321 20:00,50.0
COOP:473453,HARTFORD WWTP WI US,20080331 04:00,49.0
COOP:473453,HARTFORD WWTP WI US,20080331 05:00,89.0
COOP:473453,HARTFORD WWTP WI US,20080331 12:00,35.0
COOP:473453,HARTFORD WWTP WI US,20080331 13:00,59.0
COOP:473453,HARTFORD WWTP WI US,20080331 17:00,36.0
COOP:473453,HARTFORD WWTP WI US,20080401 01:00,35.0
COOP:473453,HARTFORD WWTP WI US,20080408 15:00,52.0
COOP:473453,HARTFORD WWTP WI US,20080408 16:00,81.0
COOP:473453,HARTFORD WWTP WI US,20080408 17:00,34.0
COOP:473453,HARTFORD WWTP WI US,20080408 18:00,90.0
COOP:473453,HARTFORD WWTP WI US,20080408 19:00,55.0
COOP:473453,HARTFORD WWTP WI US,20080408 20:00,66.0
COOP:473453,HARTFORD WWTP WI US,20080408 21:00,57.0
COOP:473453,HARTFORD WWTP WI US,20080408 22:00,72.0
COOP:473453,HARTFORD WWTP WI US,20080410 14:00,54.0
COOP:473453,HARTFORD WWTP WI US,20080410 15:00,57.0
COOP:473453,HARTFORD WWTP WI US,20080410 16:00,45.0
COOP:473453,HARTFORD WWTP WI US,20080410 17:00,57.0
COOP:473453,HARTFORD WWTP WI US,20080410 19:00,63.0
COOP:473453,HARTFORD WWTP WI US,20080411 00:00,44.0
COOP:473453,HARTFORD WWTP WI US,20080411 04:00,90.0
COOP:473453,HARTFORD WWTP WI US,20080412 15:00,65.0
COOP:473453,HARTFORD WWTP WI US,20080425 02:00,51.0
COOP:473453,HARTFORD WWTP WI US,20080425 03:00,35.0
COOP:473453,HARTFORD WWTP WI US,20080425 09:00,38.0
COOP:473453,HARTFORD WWTP WI US,20080425 10:00,36.0
COOP:473453,HARTFORD WWTP WI US,20080425 17:00,64.0
COOP:473453,HARTFORD WWTP WI US,20080425 18:00,55.0
COOP:473453,HARTFORD WWTP WI US,20080501 01:00,74.0
COOP:473453,HARTFORD WWTP WI US,20080501 07:00,65.0
COOP:473453,HARTFORD WWTP WI US,20080501 08:00,90.0
COOP:473453,HARTFORD WWTP WI US,20080501 09:00,62.0
COOP:473453,HARTFORD WWTP WI US,20080601 00:00,64.0
COOP:473453,HARTFORD WWTP WI US,20080601 01:00,71.0
COOP:473453,HARTFORD WWTP WI US,20080603 09:00,43.0
COOP:473453,HARTFORD WWTP WI US,20080605 06:00,90.0
COOP:473453,HARTFORD WWTP WI US,20080605 07:00,65.0
COOP:473453,HARTFORD WWTP WI US,20080605 08:00,75.0
COOP:473453,HARTFORD WWTP WI US,20080605 09:00,85.0
COOP:473453,HARTFORD WWTP WI US,20080605 10:00,85.0
COOP:473453,HARTFORD WWTP WI US,20080606 11:00,71.0
COOP:473453,HARTFORD WWTP WI US,20080606 13:00,88.0
COOP:473453,HARTFORD WWTP WI US,20080607 17:00,40.0
COOP:473453,HARTFORD WWTP WI US,20080607 18:00,33.0
COOP:473453,HARTFORD WWTP WI US,20080607 19:00,89.0
COOP:473453,HARTFORD WWTP WI US,20080607 22:00,62.0
COOP:473453,HARTFORD WWTP WI US,20080607 23:00,37.0
COOP:473453,HARTFORD WWTP WI US,20080608 00:00,62.0
COOP:473453,HARTFORD WWTP WI US,20080608 01:00,81.0
COOP:473453,HARTFORD WWTP WI US,20080608 04:00,62.0
COOP:473453,HARTFORD WWTP WI US,20080608 12:00,47.0
COOP:473453,HARTFORD WWTP WI US,20080608 20:00,39.0
COOP:473453,HARTFORD WWTP WI US,20080608 21:00,56.0
COOP:473453,HARTFORD WWTP WI US,20080608 22:00,72.0
COOP:473453,HARTFORD WWTP WI US,20080608 23:00,45.0
COOP:473453,HARTFORD WWTP WI US,20080609 00:00,86.0
COOP:473453,HARTFORD WWTP WI US,20080609 02:00,63.0
COOP:473453,HARTFORD WWTP WI US,20080612 14:00,55.0
COOP:473453,HARTFORD WWTP WI US,20080612 15:00,35.0
COOP:473453,HARTFORD WWTP WI US,20080612 16:00,65.0
COOP:473453,HARTFORD WWTP WI US,20080612 17:00,74.0
COOP:473453,HARTFORD WWTP WI US,20080612 18:00,55.0
COOP:473453,HARTFORD WWTP WI US,20080612 19:00,58.0
COOP:473453,HARTFORD WWTP WI US,20080612 20:00,75.0
COOP:473453,HARTFORD WWTP WI US,20080612 22:00,68.0
COOP:473453,HARTFORD WWTP WI US,20080612 23:00,60.0
COOP:473453,HARTFORD WWTP WI US,20080613 00:00,75.0
COOP:473453,HARTFORD WWTP WI US,20080613 01:00,37.0
COOP:473453,HARTFORD WWTP WI US,20080613 02:00,62.0
COOP:473453,HARTFORD WWTP WI US,20080627 13:00,84.0
COOP:473453,HARTFORD WWTP WI US,20080629 04:00,81.0
COOP:473453,HARTFORD WWTP WI US,20080701 01:00,80.0
COOP:473453,HARTFORD WWTP WI US,20080702 04:00,32.0
COOP:473453,HARTFORD WWTP WI US,20080702 08:00,85.0
COOP:473453,HARTFORD WWTP WI US,20080702 19:00,52.0
COOP:473453,HARTFORD WWTP WI US,20080702 20:00,32.0
COOP:473453,HARTFORD WWTP WI US,20080707 07:00,53.0
COOP:473453,HARTFORD WWTP WI US,20080707 19:00,41.0
COOP:473453,HARTFORD WWTP WI US,20080707 20:00,35.0
COOP:473453,HARTFORD WWTP WI US,20080707 21:00,70.0
COOP:473453,HARTFORD WWTP WI US,20080707 22:00,32.0
COOP:473453,HARTFORD WWTP WI US,20080710 17:00,39.0
COOP:473453,HARTFORD WWTP WI US,20080710 20:00,41.0
COOP:473453,HARTFORD WWTP WI US,20080711 04:00,61.0
COOP:473453,HARTFORD WWTP WI US,20080711 09:00,48.0
COOP:473453,HARTFORD WWTP WI US,20080712 01:00,41.0
COOP:473453,HARTFORD WWTP WI US,20080712 02:00,85.0
COOP:473453,HARTFORD WWTP WI US,20080712 03:00,89.0
COOP:473453,HARTFORD WWTP WI US,20080716 13:00,52.0
COOP:473453,HARTFORD WWTP WI US,20080719 02:00,69.0
COOP:473453,HARTFORD WWTP WI US,20080719 03:00,91.0
COOP:473453,HARTFORD WWTP WI US,20080719 22:00,82.0
COOP:473453,HARTFORD WWTP WI US,20080731 21:00,75.0
COOP:473453,HARTFORD WWTP WI US,20080801 00:00,40.0
COOP:473453,HARTFORD WWTP WI US,20080801 01:00,59.0
COOP:473453,HARTFORD WWTP WI US,20080801 08:00,51.0
COOP:473453,HARTFORD WWTP WI US,20080804 05:00,72.0
COOP:473453,HARTFORD WWTP WI US,20080804 06:00,77.0
COOP:473453,HARTFORD WWTP WI US,20080804 15:00,41.0
COOP:473453,HARTFORD WWTP WI US,20080813 17:00,75.0
COOP:473453,HARTFORD WWTP WI US,20080828 16:00,53.0
COOP:473453,HARTFORD WWTP WI US,20080901 01:00,45.0
COOP:473453,HARTFORD WWTP WI US,20080902 01:00,68.0
COOP:473453,HARTFORD WWTP WI US,20080902 09:00,72.0
